Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
(s),(mm),(kN),(%),(MPa)
119.885,3.7846,3.6224,1.0508,158.0719
119.905,3.7853,3.623,1.0512,158.0979
119.925,3.7859,3.6236,1.0515,158.1243
119.945,3.7866,3.6241,1.0519,158.1464
119.965,3.7872,3.6246,1.0523,158.1673
119.985,3.7878,3.6252,1.0527,158.1926
120.005,3.7884,3.6256,1.053,158.2135
120.025,3.7891,3.6262,1.0534,158.2378
120.045,3.7897,3.6269,1.0538,158.2678
120.065,3.7904,3.6276,1.0542,158.2971
120.085,3.7911,3.6282,1.0546,158.326
120.105,3.7918,3.629,1.055,158.3599
120.125,3.7925,3.6296,1.0554,158.3872
120.145,3.7932,3.6303,1.0558,158.4155
120.165,3.7939,3.6308,1.0562,158.4391
120.185,3.7946,3.6314,1.0566,158.4667
120.205,3.7952,3.6321,1.057,158.4955
120.225,3.7959,3.6326,1.0574,158.517
120.245,3.7966,3.6332,1.0578,158.5439
120.265,3.7972,3.6338,1.0581,158.5686
120.285,3.7979,3.6344,1.0585,158.5962
120.305,3.7985,3.635,1.0589,158.6238
120.325,3.7992,3.6356,1.0593,158.6498
120.345,3.8,3.6363,1.0597,158.6787
120.365,3.8007,3.6369,1.0601,158.7072
120.385,3.8013,3.6376,1.0605,158.7341
120.405,3.802,3.6382,1.0609,158.7625
120.425,3.8027,3.6387,1.0613,158.7845
120.445,3.8033,3.6394,1.0617,158.8132
120.465,3.804,3.64,1.0621,158.8387
120.485,3.8046,3.6405,1.0624,158.861
120.505,3.8052,3.6409,1.0628,158.8818
120.525,3.8059,3.6415,1.0632,158.9068
120.545,3.8066,3.6422,1.0636,158.9345
120.565,3.8073,3.6429,1.064,158.9657
120.585,3.8079,3.6434,1.0644,158.9909
120.605,3.8086,3.644,1.0648,159.0145
120.625,3.8093,3.6446,1.0652,159.0425
120.645,3.8099,3.6452,1.0655,159.0658
120.665,3.8106,3.6458,1.0659,159.0922
120.685,3.8112,3.6463,1.0663,159.1166
120.705,3.8118,3.6469,1.0666,159.141
120.725,3.8124,3.6474,1.067,159.1613
120.745,3.8131,3.6479,1.0674,159.1832
120.765,3.8138,3.6485,1.0678,159.2124
120.785,3.8144,3.6492,1.0682,159.2397
120.805,3.8151,3.6499,1.0686,159.2705
120.825,3.8158,3.6504,1.069,159.2949
120.845,3.8165,3.6511,1.0694,159.3244
120.865,3.8172,3.6517,1.0698,159.3492
120.885,3.8179,3.6522,1.0702,159.3741
120.905,3.8185,3.6529,1.0706,159.4027
120.925,3.8192,3.6535,1.0709,159.4283
120.945,3.8198,3.654,1.0713,159.4525
120.965,3.8205,3.6546,1.0717,159.4795
120.985,3.8211,3.6552,1.0721,159.5024
121.005,3.8218,3.6558,1.0725,159.53
121.025,3.8225,3.6565,1.0729,159.5597
121.045,3.8232,3.6572,1.0733,159.5898
121.065,3.8239,3.6579,1.0737,159.6215
121.085,3.8246,3.6584,1.0741,159.6452
121.105,3.8253,3.659,1.0745,159.6685
121.125,3.826,3.6596,1.0749,159.6957
121.145,3.8266,3.6602,1.0753,159.7211
121.165,3.8273,3.6607,1.0757,159.7436
121.185,3.8279,3.6612,1.076,159.7666
121.205,3.8285,3.6617,1.0764,159.7886
121.225,3.8292,3.6622,1.0768,159.8103
121.245,3.8298,3.6629,1.0771,159.8387
121.265,3.8305,3.6635,1.0775,159.8653
121.285,3.8312,3.6641,1.0779,159.8928
121.305,3.8319,3.6647,1.0783,159.9196
121.325,3.8326,3.6653,1.0788,159.9464
121.345,3.8333,3.666,1.0792,159.9735
121.365,3.8339,3.6666,1.0795,160.0001
121.385,3.8346,3.6671,1.0799,160.0249
121.405,3.8352,3.6677,1.0803,160.0473
121.425,3.8359,3.6682,1.0807,160.0724
121.445,3.8365,3.6688,1.0811,160.0961
121.465,3.8372,3.6693,1.0815,160.1196
121.485,3.8379,3.6699,1.0819,160.1437
121.505,3.8385,3.6704,1.0822,160.1688
121.525,3.8392,3.671,1.0826,160.1943
121.545,3.8399,3.6717,1.083,160.225
121.565,3.8406,3.6724,1.0835,160.2536
121.585,3.8413,3.673,1.0839,160.2811
121.605,3.842,3.6735,1.0842,160.3025
121.625,3.8426,3.6741,1.0846,160.327
121.645,3.8433,3.6746,1.085,160.3491
121.665,3.8439,3.6751,1.0854,160.3735
121.685,3.8445,3.6757,1.0857,160.4001
121.705,3.8452,3.6762,1.0861,160.4214
121.725,3.8458,3.6768,1.0865,160.4471
121.745,3.8465,3.6774,1.0869,160.4735
121.765,3.8472,3.678,1.0873,160.4999
121.785,3.8479,3.6786,1.0877,160.5263
121.805,3.8486,3.6792,1.0881,160.5528
121.825,3.8492,3.6798,1.0885,160.5772
121.845,3.8499,3.6805,1.0889,160.6056
121.865,3.8506,3.6811,1.0892,160.6345
121.885,3.8512,3.6816,1.0896,160.6562
121.905,3.8518,3.682,1.09,160.6712
121.925,3.8524,3.6825,1.0903,160.6939
121.945,3.8531,3.6831,1.0907,160.72
121.965,3.8538,3.6837,1.0911,160.7474
121.985,3.8545,3.6844,1.0915,160.7763
122.005,3.8552,3.685,1.0919,160.8025
122.025,3.8559,3.6856,1.0923,160.8301
122.045,3.8566,3.6863,1.0928,160.862
122.065,3.8573,3.687,1.0932,160.8904
122.085,3.858,3.6875,1.0936,160.9153
122.105,3.8586,3.6881,1.094,160.941
122.125,3.8593,3.6887,1.0943,160.9664
122.145,3.8599,3.6892,1.0947,160.9863
122.165,3.8606,3.6897,1.0951,161.0083
122.185,3.8612,3.6902,1.0955,161.0303
122.205,3.8619,3.6908,1.0958,161.0554
122.225,3.8625,3.6913,1.0962,161.0807
122.245,3.8632,3.692,1.0966,161.1116
122.265,3.864,3.6927,1.0971,161.1401
122.285,3.8647,3.6932,1.0975,161.1638
122.305,3.8653,3.6939,1.0979,161.1916
122.325,3.866,3.6945,1.0983,161.2205
122.345,3.8667,3.6952,1.0987,161.2473
122.365,3.8674,3.6957,1.099,161.2727
122.385,3.868,3.6962,1.0994,161.2913
122.405,3.8686,3.6966,1.0998,161.3102
122.425,3.8692,3.6971,1.1001,161.3318
122.445,3.8698,3.6976,1.1005,161.3529
122.465,3.8705,3.6982,1.1009,161.3814
122.485,3.8712,3.6989,1.1013,161.4093
122.505,3.8718,3.6994,1.1017,161.4333
122.525,3.8725,3.6999,1.1021,161.4547
122.545,3.8732,3.7005,1.1025,161.4788
122.565,3.8739,3.701,1.1028,161.5039
122.585,3.8745,3.7017,1.1032,161.5338
122.605,3.8752,3.7023,1.1036,161.5583
122.625,3.8758,3.7028,1.104,161.5818
122.645,3.8765,3.7034,1.1044,161.6051
122.665,3.8772,3.7038,1.1048,161.6265
122.685,3.8778,3.7043,1.1051,161.6465
122.705,3.8785,3.7049,1.1055,161.6733
122.725,3.8791,3.7055,1.1059,161.7002
122.745,3.8798,3.7062,1.1063,161.7294
122.765,3.8806,3.707,1.1067,161.7626
122.785,3.8813,3.7075,1.1072,161.7873
122.805,3.8819,3.7081,1.1076,161.8135
122.825,3.8826,3.7087,1.1079,161.8368
122.845,3.8833,3.7092,1.1083,161.8589
122.865,3.8839,3.7098,1.1087,161.8843
122.885,3.8846,3.7103,1.1091,161.9098
122.905,3.8852,3.7108,1.1095,161.9309
122.925,3.8859,3.7115,1.1099,161.9587
122.945,3.8866,3.712,1.1103,161.984
122.965,3.8873,3.7126,1.1107,162.0105
122.985,3.8879,3.7133,1.1111,162.0405
123.005,3.8886,3.7138,1.1114,162.0607
123.025,3.8893,3.7143,1.1118,162.0826
123.045,3.8899,3.7148,1.1122,162.1028
123.065,3.8906,3.7154,1.1126,162.1294
123.085,3.8912,3.716,1.113,162.1557
123.105,3.8918,3.7165,1.1133,162.1773
123.125,3.8925,3.717,1.1137,162.1986
123.145,3.8931,3.7176,1.1141,162.2265
123.165,3.8938,3.7182,1.1145,162.2509
123.185,3.8945,3.7187,1.1149,162.2729
123.205,3.8952,3.7193,1.1153,162.2995
123.225,3.8959,3.7199,1.1157,162.3276
123.245,3.8966,3.7206,1.1161,162.356
123.265,3.8973,3.7212,1.1165,162.3818
123.285,3.898,3.7217,1.1169,162.4057
123.305,3.8986,3.7223,1.1173,162.4306
123.325,3.8993,3.7228,1.1177,162.4555
123.345,3.8999,3.7234,1.118,162.4789
123.365,3.9006,3.7239,1.1184,162.5025
123.385,3.9012,3.7245,1.1188,162.5272
123.405,3.9019,3.725,1.1192,162.5481
123.425,3.9025,3.7256,1.1196,162.5741
123.445,3.9032,3.7262,1.12,162.6017
123.465,3.9039,3.7268,1.1204,162.6302
123.485,3.9046,3.7275,1.1208,162.6606
123.505,3.9053,3.728,1.1212,162.6821
123.525,3.9059,3.7286,1.1215,162.7078
123.545,3.9066,3.7292,1.1219,162.7322
123.565,3.9073,3.7296,1.1223,162.7517
123.585,3.9079,3.7302,1.1227,162.7763
123.605,3.9085,3.7307,1.123,162.7978
123.625,3.9091,3.7312,1.1234,162.8181
123.645,3.9098,3.7317,1.1238,162.842
123.665,3.9104,3.7323,1.1242,162.8684
123.685,3.9111,3.7329,1.1246,162.8937
123.705,3.9118,3.7335,1.125,162.9213
123.725,3.9125,3.7341,1.1254,162.9471
123.745,3.9132,3.7347,1.1258,162.9744
123.765,3.9139,3.7354,1.1262,163.0018
123.785,3.9146,3.7359,1.1266,163.0259
123.805,3.9152,3.7364,1.127,163.0471
123.825,3.9159,3.737,1.1273,163.0715
123.845,3.9165,3.7375,1.1277,163.0957
123.865,3.9172,3.7382,1.1281,163.1254
123.885,3.9179,3.7388,1.1285,163.1498
123.905,3.9185,3.7393,1.1289,163.1715
123.925,3.9192,3.7398,1.1293,163.1958
123.945,3.9199,3.7404,1.1297,163.2219
123.965,3.9206,3.741,1.1301,163.2477
123.985,3.9213,3.7417,1.1305,163.2774
124.005,3.922,3.7423,1.1309,163.3064
124.025,3.9227,3.7429,1.1313,163.3315
124.045,3.9233,3.7434,1.1317,163.3515
124.065,3.924,3.7438,1.1321,163.3689
124.085,3.9246,3.7443,1.1324,163.3936
124.105,3.9253,3.7449,1.1328,163.419
124.125,3.9259,3.7454,1.1332,163.4412
124.145,3.9266,3.746,1.1336,163.4673
124.165,3.9273,3.7466,1.134,163.494
124.185,3.928,3.7473,1.1344,163.5225
124.205,3.9286,3.7478,1.1348,163.5444
124.225,3.9293,3.7483,1.1352,163.565
124.245,3.9299,3.7487,1.1355,163.5838
124.265,3.9306,3.7493,1.1359,163.611
124.285,3.9312,3.7499,1.1363,163.6356
124.305,3.9319,3.7503,1.1367,163.6557
124.325,3.9325,3.7509,1.137,163.6783
124.345,3.9331,3.7513,1.1374,163.6978
124.365,3.9338,3.7519,1.1378,163.7214
124.385,3.9344,3.7524,1.1382,163.747
124.405,3.9351,3.7531,1.1386,163.775
124.425,3.9358,3.7536,1.139,163.7998
124.445,3.9365,3.7542,1.1394,163.823
124.465,3.9372,3.7548,1.1398,163.8506
124.485,3.9379,3.7555,1.1402,163.8784
124.505,3.9386,3.756,1.1406,163.9021
124.525,3.9392,3.7565,1.141,163.9256
124.545,3.9399,3.7572,1.1413,163.9537
124.565,3.9405,3.7577,1.1417,163.9755
124.585,3.9412,3.7581,1.1421,163.9961
124.605,3.9418,3.7587,1.1425,164.0188
124.625,3.9425,3.7592,1.1429,164.0418
124.645,3.9432,3.7598,1.1433,164.0667
124.665,3.9439,3.7605,1.1437,164.1001
124.685,3.9446,3.7611,1.1441,164.1262
124.705,3.9453,3.7617,1.1445,164.1493
124.725,3.9459,3.7622,1.1449,164.1711
124.745,3.9466,3.7628,1.1453,164.1969
124.765,3.9473,3.7634,1.1457,164.2237
124.785,3.948,3.7639,1.146,164.2472
124.805,3.9486,3.7644,1.1464,164.2693
124.825,3.9492,3.7649,1.1468,164.2895
124.845,3.9498,3.7653,1.1471,164.3077
124.865,3.9505,3.7658,1.1475,164.3279
124.885,3.9511,3.7664,1.1479,164.356
124.905,3.9518,3.767,1.1483,164.3815
124.925,3.9525,3.7676,1.1487,164.4101
124.945,3.9532,3.7683,1.1491,164.4385
124.965,3.9539,3.7688,1.1495,164.4599
124.985,3.9546,3.7694,1.1499,164.4857
125.005,3.9552,3.7699,1.1503,164.51
125.025,3.9559,3.7704,1.1507,164.5328
125.045,3.9565,3.771,1.1511,164.5585
125.065,3.9572,3.7716,1.1515,164.5822
125.085,3.9579,3.7721,1.1519,164.6043
125.105,3.9586,3.7726,1.1522,164.6287
125.125,3.9592,3.7733,1.1526,164.6551
125.145,3.9599,3.7739,1.153,164.6825
125.165,3.9606,3.7745,1.1534,164.7112
125.185,3.9613,3.7751,1.1538,164.7359
125.205,3.962,3.7756,1.1542,164.7583
125.225,3.9626,3.7761,1.1546,164.7776
125.245,3.9633,3.7765,1.155,164.7979
125.265,3.9639,3.7772,1.1554,164.8263
125.285,3.9646,3.7777,1.1557,164.8495
125.305,3.9652,3.7782,1.1561,164.8704
125.325,3.9658,3.7787,1.1565,164.8927
125.345,3.9665,3.7791,1.1569,164.912
125.365,3.9672,3.7797,1.1573,164.9371
125.385,3.9679,3.7803,1.1577,164.9642
125.405,3.9685,3.7808,1.1581,164.9847
125.425,3.9692,3.7813,1.1584,165.0054
125.445,3.9699,3.7819,1.1588,165.0305
125.465,3.9705,3.7824,1.1592,165.0563
125.485,3.9712,3.7831,1.1596,165.0828
125.505,3.9718,3.7836,1.16,165.1077
125.525,3.9725,3.784,1.1603,165.1263
125.545,3.9731,3.7845,1.1607,165.1466
125.565,3.9738,3.7851,1.1611,165.1718
125.585,3.9745,3.7857,1.1615,165.198
125.605,3.9751,3.7863,1.1619,165.2259
125.625,3.9758,3.7869,1.1623,165.2524
125.645,3.9765,3.7875,1.1627,165.2783
125.665,3.9772,3.7882,1.1631,165.308
125.685,3.978,3.7888,1.1636,165.3358
125.705,3.9786,3.7893,1.1639,165.3571
125.725,3.9793,3.7898,1.1643,165.3777
125.745,3.9799,3.7902,1.1647,165.3968
125.765,3.9806,3.7908,1.1651,165.4224
125.785,3.9812,3.7915,1.1655,165.4496
125.805,3.9819,3.7919,1.1658,165.4677
125.825,3.9825,3.7924,1.1662,165.4917
125.845,3.9832,3.793,1.1666,165.5156
125.865,3.9839,3.7937,1.167,165.5459
125.885,3.9847,3.7943,1.1675,165.5741
125.905,3.9853,3.7949,1.1679,165.6016
125.925,3.986,3.7955,1.1683,165.6257
125.945,3.9867,3.796,1.1686,165.6487
125.965,3.9874,3.7965,1.169,165.6693
125.985,3.988,3.7971,1.1694,165.6937
126.005,3.9886,3.7976,1.1698,165.7163
126.025,3.9892,3.7979,1.1701,165.7302
126.045,3.9898,3.7983,1.1705,165.75
126.065,3.9905,3.7988,1.1709,165.7714
126.085,3.9911,3.7995,1.1712,165.7991
126.105,3.9918,3.8001,1.1716,165.8282
126.125,3.9925,3.8007,1.172,165.8511
126.145,3.9932,3.8012,1.1724,165.8759
126.165,3.9939,3.8018,1.1728,165.8998
126.185,3.9945,3.8023,1.1732,165.9219
126.205,3.9952,3.8028,1.1736,165.9435
126.225,3.9958,3.8033,1.174,165.9684
126.245,3.9964,3.8039,1.1743,165.9909
126.265,3.9971,3.8043,1.1747,166.0113
126.285,3.9978,3.8049,1.1751,166.0378
126.305,3.9984,3.8054,1.1755,166.0594
126.325,3.9991,3.8059,1.1759,166.0805
126.345,3.9998,3.8065,1.1763,166.1082
126.365,4.0005,3.8072,1.1767,166.1365
126.385,4.0012,3.8079,1.1771,166.1653
126.405,4.0019,3.8085,1.1775,166.1918
126.425,4.0026,3.809,1.1779,166.2159
126.445,4.0033,3.8096,1.1783,166.2409
126.465,4.0039,3.8101,1.1787,166.2649
126.485,4.0046,3.8106,1.1791,166.2846
126.505,4.0052,3.8112,1.1795,166.3097
126.525,4.0059,3.8116,1.1798,166.3287
126.545,4.0065,3.8121,1.1802,166.3483
